age,income,profession,property_type,budget,num_visits,source_lead,binary_target,total_time_spent_website,page_views_per_visit,city,lead_origin,last_activity,last_notable_activity,score_lead,label_raw,ratio_budget_income,interaction_score,label,target_multiclasse_id,prospect_id
46,13393.0,Working Professional,Maison,1234482.0,3.0,Organic Search,1,1090,3.0,Other Metro Cities,Landing Page Submission,SMS Sent,SMS Sent,5,Chaud,92.17367281415665,4.58,hot,2,tabular_007454
83,2500.0,Unemployed,Maison,239616.0,0.0,Olark Chat,1,0,0.0,Other Cities,API,Email Opened,Email Opened,2,Tiede,95.8464,0.0,warm,1,tabular_007455
33,4746.0,Unemployed,Terrain,338470.0,4.0,Google,1,1285,4.0,Other Cities,Landing Page Submission,SMS Sent,SMS Sent,4,Chaud,71.31689844079224,5.7700000000000005,hot,2,tabular_007456
56,3427.0,Unemployed,Terrain,430032.0,6.0,Direct Traffic,1,86,6.0,Mumbai,Landing Page Submission,Email Opened,Modified,3,Tiede,125.4835132769186,4.972,warm,1,tabular_007457
54,3858.0,Unemployed,Studio,175000.0,5.0,Organic Search,0,193,5.0,Select,API,Email Opened,Modified,3,Tiede,45.36029030585796,4.386,warm,1,tabular_007458
38,7507.0,Unknown,Appartement,657888.0,3.0,Direct Traffic,1,1513,3.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,4,Chaud,87.63660583455442,5.426,hot,2,tabular_007459
61,4845.0,Unemployed,Maison,472556.0,2.0,Direct Traffic,0,133,2.0,Other Cities,Landing Page Submission,Email Opened,Email Opened,1,Froid,97.53477812177502,1.866,cold,0,tabular_007460
36,2500.0,Unemployed,Studio,255000.0,0.0,Olark Chat,0,0,0.0,Select,API,Olark Chat Conversation,Modified,0,Froid,102.0,0.0,cold,0,tabular_007461
88,7764.0,Unknown,Appartement,488224.0,5.0,Organic Search,0,124,2.5,Mumbai,Landing Page Submission,SMS Sent,Modified,2,Tiede,62.88304997424008,3.498,warm,1,tabular_007462
25,2500.0,Unemployed,Studio,293600.0,9.0,Organic Search,0,414,9.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,117.44,8.027999999999999,warm,1,tabular_007463
83,8563.0,Unknown,Studio,688386.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,2,Tiede,80.39075090505663,0.0,warm,1,tabular_007464
58,8979.0,Unknown,Terrain,559710.0,0.0,Olark Chat,0,0,0.0,Unknown,API,SMS Sent,Modified,2,Tiede,62.33544938189108,0.0,warm,1,tabular_007465
87,6018.0,Unknown,Studio,542098.0,3.0,Organic Search,0,2,3.0,Mumbai,Landing Page Submission,SMS Sent,Modified,2,Tiede,90.0794283815221,2.404,warm,1,tabular_007466
78,5768.0,Unknown,Terrain,420559.0,4.0,Direct Traffic,1,1025,4.0,Other Cities,Landing Page Submission,SMS Sent,SMS Sent,4,Chaud,72.9124479889043,5.25,hot,2,tabular_007467
43,2500.0,Unemployed,Appartement,436240.0,0.0,Welingak Website,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,1,Froid,174.496,0.0,cold,0,tabular_007468
88,4022.0,Unemployed,Appartement,162500.0,5.0,Direct Traffic,0,1224,5.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,4,Chaud,40.4027846842367,6.448,hot,2,tabular_007469
87,2848.0,Unemployed,Terrain,379848.0,10.0,Direct Traffic,1,1798,5.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,4,Chaud,133.37359550561797,10.096,hot,2,tabular_007470
46,11879.0,Working Professional,Villa,1169274.0,5.0,Organic Search,1,1722,5.0,Select,Landing Page Submission,SMS Sent,SMS Sent,6,Chaud,98.4320228975503,7.444,hot,2,tabular_007471
83,2500.0,Unemployed,Studio,169302.0,0.0,Olark Chat,1,0,0.0,Select,API,Email Opened,Email Opened,2,Tiede,67.7208,0.0,warm,1,tabular_007472
36,2565.0,Unemployed,Appartement,462870.0,2.0,Direct Traffic,1,1386,2.0,Thane & Outskirts,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,180.4561403508772,4.372,warm,1,tabular_007473
85,2888.0,Unemployed,Studio,428120.0,4.0,Organic Search,0,188,4.0,Select,Landing Page Submission,SMS Sent,SMS Sent,1,Froid,148.2409972299169,3.576,cold,0,tabular_007474
75,7194.0,Unknown,Villa,608800.0,4.0,Direct Traffic,0,503,4.0,Mumbai,Landing Page Submission,Email Bounced,Modified,2,Tiede,84.62607728662775,4.206,warm,1,tabular_007475
87,4773.0,Unemployed,Studio,290280.0,2.0,Google,0,128,1.0,Select,API,Olark Chat Conversation,Modified,1,Froid,60.81709616593338,1.556,cold,0,tabular_007476
74,2889.0,Unemployed,Villa,476518.0,2.0,Google,1,1136,2.0,Mumbai,API,SMS Sent,SMS Sent,2,Tiede,164.94219453097958,3.872,warm,1,tabular_007477
54,8529.0,Unknown,Maison,526918.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Olark Chat Conversation,2,Tiede,61.77957556571697,0.0,warm,1,tabular_007478
78,7835.0,Unknown,Villa,710733.0,5.0,Organic Search,0,191,5.0,Mumbai,Landing Page Submission,SMS Sent,Modified,3,Tiede,90.71257179323548,4.382,warm,1,tabular_007479
47,2500.0,Unemployed,Appartement,211484.0,7.0,Google,0,20,2.33,Mumbai,Landing Page Submission,Page Visited on Website,Modified,2,Tiede,84.5936,4.239,warm,1,tabular_007480
88,4184.0,Unemployed,Terrain,220140.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,Email Opened,Email Opened,2,Tiede,52.61472275334608,0.0,warm,1,tabular_007481
90,6000.0,Unknown,Terrain,332823.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Link Clicked,Email Link Clicked,1,Froid,55.4705,0.0,cold,0,tabular_007482
42,3161.0,Unemployed,Studio,180000.0,0.0,Welingak Website,1,0,0.0,Mumbai,Lead Add Form,SMS Sent,SMS Sent,2,Tiede,56.94400506168934,0.0,warm,1,tabular_007483
82,3599.0,Unemployed,Maison,201957.0,8.0,Organic Search,0,191,4.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,56.114754098360656,5.582,warm,1,tabular_007484
23,2500.0,Unemployed,Studio,215338.0,4.0,Direct Traffic,0,54,4.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,86.1352,3.3080000000000003,warm,1,tabular_007485
35,4932.0,Unemployed,Villa,220000.0,2.0,Direct Traffic,0,127,2.0,Other Cities,Landing Page Submission,Email Opened,Email Opened,1,Froid,44.6066504460665,1.854,cold,0,tabular_007486
27,2947.0,Unemployed,Terrain,187500.0,11.0,Direct Traffic,1,1049,2.2,Select,Landing Page Submission,SMS Sent,SMS Sent,4,Chaud,63.62402443162538,8.258000000000001,hot,2,tabular_007487
28,8246.0,Unknown,Villa,363360.0,3.0,Organic Search,0,356,3.0,Mumbai,Landing Page Submission,Email Bounced,Modified,3,Tiede,44.06500121270919,3.112,warm,1,tabular_007488
82,4776.0,Unemployed,Terrain,156881.0,2.0,Google,0,86,1.0,Select,API,Olark Chat Conversation,Modified,1,Froid,32.847780569514235,1.472,cold,0,tabular_007489
82,4585.0,Unemployed,Terrain,238524.0,10.0,Google,1,1618,2.0,Thane & Outskirts,API,SMS Sent,Modified,4,Chaud,52.0226826608506,8.836,hot,2,tabular_007490
69,3463.0,Unemployed,Terrain,317016.0,5.0,Google,1,1335,5.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,5,Chaud,91.54374819520646,6.67,hot,2,tabular_007491
84,3139.0,Unemployed,Appartement,571920.0,0.0,Olark Chat,0,0,0.0,Select,API,Olark Chat Conversation,Modified,0,Froid,182.1981522777955,0.0,cold,0,tabular_007492
48,4017.0,Unemployed,Villa,391160.0,2.0,Google,1,1319,2.0,Other Cities of Maharashtra,API,Email Opened,Email Opened,3,Tiede,97.37615135673389,4.238,warm,1,tabular_007493
34,2827.0,Unemployed,Studio,205693.0,0.0,Olark Chat,1,0,0.0,Select,API,SMS Sent,SMS Sent,2,Tiede,72.7601697912982,0.0,warm,1,tabular_007494
72,3974.0,Unemployed,Maison,539440.0,7.0,Organic Search,0,159,7.0,Select,API,SMS Sent,SMS Sent,2,Tiede,135.74232511323603,5.917999999999999,warm,1,tabular_007495
53,12179.0,Working Professional,Studio,656412.0,0.0,Olark Chat,1,0,0.0,Select,API,Email Opened,Email Opened,3,Tiede,53.89703588143526,0.0,warm,1,tabular_007496
43,12657.0,Working Professional,Villa,798188.0,6.0,Google,1,1522,3.0,Thane & Outskirts,Landing Page Submission,SMS Sent,SMS Sent,6,Chaud,63.06296910800348,6.944000000000001,hot,2,tabular_007497
70,7088.0,Unknown,Maison,461282.0,4.0,Organic Search,1,452,4.0,Other Cities,Landing Page Submission,SMS Sent,Modified,3,Tiede,65.07928893905192,4.104,warm,1,tabular_007498
34,4062.0,Unemployed,Studio,210000.0,6.0,Organic Search,1,36,3.0,Other Metro Cities,Landing Page Submission,SMS Sent,SMS Sent,4,Chaud,51.698670605613,3.972,hot,2,tabular_007499
42,5567.0,Unknown,Maison,735111.0,2.0,Google,0,327,2.0,Unknown,API,Email Opened,Email Opened,0,Froid,132.04796119992815,2.254,cold,0,tabular_007500
19,4817.0,Unemployed,Villa,250000.0,4.0,Google,1,117,4.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,51.89952252439278,3.434,warm,1,tabular_007501
22,12936.0,Working Professional,Terrain,1287632.0,9.0,Organic Search,1,1018,3.0,Other Cities,API,Page Visited on Website,Page Visited on Website,6,Chaud,99.53865182436611,7.436,hot,2,tabular_007502
21,3173.0,Unemployed,Villa,380995.0,2.0,Direct Traffic,0,155,2.0,Mumbai,Landing Page Submission,Page Visited on Website,Page Visited on Website,0,Froid,120.07406240151276,1.91,cold,0,tabular_007503
53,10807.0,Working Professional,Appartement,894656.0,3.0,Direct Traffic,1,77,3.0,Other Cities of Maharashtra,Landing Page Submission,SMS Sent,SMS Sent,4,Chaud,82.78486166373646,2.554,hot,2,tabular_007504
23,2875.0,Unemployed,Maison,358680.0,1.0,Direct Traffic,0,343,1.0,Mumbai,Landing Page Submission,Converted to Lead,Modified,0,Froid,124.75826086956522,1.4860000000000002,cold,0,tabular_007505
38,7322.0,Unknown,Villa,624160.0,12.0,Press_Release,0,1252,12.0,Mumbai,Landing Page Submission,Page Visited on Website,Modified,4,Chaud,85.24446872439225,12.104,hot,2,tabular_007506
43,2589.0,Unemployed,Terrain,259688.0,3.0,Direct Traffic,1,755,3.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,100.30436461954424,3.91,warm,1,tabular_007507
72,2500.0,Unemployed,Terrain,266100.0,2.0,Direct Traffic,0,1392,2.0,Mumbai,Landing Page Submission,Page Visited on Website,Page Visited on Website,1,Froid,106.44,4.384,cold,0,tabular_007508
56,12894.0,Working Professional,Villa,1383113.0800000003,7.0,Organic Search,1,248,7.0,Select,API,Email Opened,Email Opened,4,Chaud,107.26796029160852,6.096,hot,2,tabular_007509
50,3872.0,Unemployed,Studio,292358.0,0.0,Olark Chat,0,0,0.0,Select,API,Email Opened,Email Opened,1,Froid,75.50568181818181,0.0,cold,0,tabular_007510
31,2500.0,Unemployed,Villa,273100.0,2.0,Direct Traffic,0,233,2.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,0,Froid,109.24,2.0660000000000003,cold,0,tabular_007511
73,7122.0,Unknown,Terrain,378685.0,2.0,Direct Traffic,0,377,2.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,1,Froid,53.1711597865768,2.354,cold,0,tabular_007512
38,6556.0,Unknown,Villa,549860.0,5.0,Direct Traffic,0,433,5.0,Other Cities,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,83.8712629652227,4.866,warm,1,tabular_007513
63,5567.0,Unknown,Appartement,773409.0,1.0,Direct Traffic,0,141,1.0,Mumbai,Landing Page Submission,Email Bounced,Modified,0,Froid,138.9274294952398,1.082,cold,0,tabular_007514
33,3734.0,Unemployed,Studio,518700.0,0.0,Olark Chat,0,0,0.0,Select,API,SMS Sent,SMS Sent,0,Froid,138.91269416175683,0.0,cold,0,tabular_007515
33,3739.0,Unemployed,Villa,295000.0,3.0,Direct Traffic,1,813,1.5,Thane & Outskirts,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,78.89810109654988,3.5760000000000005,warm,1,tabular_007516
46,2736.0,Unemployed,Terrain,238453.0,7.0,Organic Search,1,1585,1.4,Other Cities of Maharashtra,Landing Page Submission,Email Link Clicked,Email Link Clicked,4,Chaud,87.15387426900585,7.09,hot,2,tabular_007517
25,3123.0,Unemployed,Villa,540760.0,0.0,Olark Chat,1,0,0.0,Select,API,SMS Sent,SMS Sent,1,Froid,173.154018571886,0.0,cold,0,tabular_007518
20,3975.0,Unemployed,Villa,170819.0,0.0,Olark Chat,0,0,0.0,Select,API,SMS Sent,SMS Sent,1,Froid,42.973333333333336,0.0,cold,0,tabular_007519
36,2874.0,Unemployed,Maison,159450.0,4.0,Google,0,13,4.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,55.48016701461378,3.226,warm,1,tabular_007520
83,8679.0,Unknown,Villa,694683.0,6.0,Organic Search,1,981,6.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,5,Chaud,80.04182509505704,6.7620000000000005,hot,2,tabular_007521
39,13509.61,Working Professional,Appartement,1383113.0800000003,3.0,Organic Search,1,1622,3.0,Mumbai,API,Email Opened,Email Opened,4,Chaud,102.3799413898699,5.644,hot,2,tabular_007522
63,12763.0,Working Professional,Terrain,930396.0,4.0,Direct Traffic,0,395,1.33,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,2,Tiede,72.89790801535689,3.189,warm,1,tabular_007523
30,2500.0,Unemployed,Maison,172500.0,0.0,Olark Chat,1,0,0.0,Select,API,Email Opened,Email Opened,2,Tiede,69.0,0.0,warm,1,tabular_007524
50,3088.0,Unemployed,Villa,421420.0,2.0,Olark Chat,0,298,2.0,Mumbai,API,Olark Chat Conversation,Modified,0,Froid,136.470207253886,2.196,cold,0,tabular_007525
22,2853.0,Unemployed,Studio,282568.0,0.0,Unknown,1,0,0.0,Mumbai,Lead Add Form,Unsubscribed,Unsubscribed,2,Tiede,99.04241149667016,0.0,warm,1,tabular_007526
44,4108.0,Unemployed,Appartement,187500.0,4.0,Google,1,665,4.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,45.64264849074976,4.53,warm,1,tabular_007527
41,8428.0,Unknown,Appartement,609930.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Olark Chat Conversation,2,Tiede,72.36948267679165,0.0,warm,1,tabular_007528
84,6125.0,Unknown,Appartement,502208.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Opened,Email Opened,1,Froid,81.99314285714286,0.0,cold,0,tabular_007529
80,4154.0,Unemployed,Maison,179950.0,3.0,Google,0,952,3.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,43.319691863264325,4.304,warm,1,tabular_007530
65,2500.0,Unemployed,Villa,335508.0,3.0,Direct Traffic,0,50,3.0,Other Cities,Landing Page Submission,Email Opened,Email Opened,1,Froid,134.2032,2.5,cold,0,tabular_007531
80,5894.0,Unknown,Appartement,705300.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Opened,Email Opened,0,Froid,119.664065151001,0.0,cold,0,tabular_007532
29,6668.0,Unknown,Villa,762207.0,4.0,Direct Traffic,0,449,4.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,1,Froid,114.30818836232751,4.098000000000001,cold,0,tabular_007533
45,6375.0,Unknown,Studio,633080.0,2.0,Organic Search,0,261,2.0,Unknown,API,Email Bounced,Modified,1,Froid,99.30666666666669,2.122,cold,0,tabular_007534
61,6461.0,Unknown,Villa,420033.0,9.0,Organic Search,0,939,9.0,Mumbai,Landing Page Submission,Olark Chat Conversation,Modified,3,Tiede,65.01052468658102,9.078,warm,1,tabular_007535
60,2697.0,Student,Villa,449176.0,2.0,Google,0,418,2.0,Mumbai,Landing Page Submission,Email Link Clicked,Modified,0,Froid,166.5465331850204,2.436,cold,0,tabular_007536
34,2500.0,Unemployed,Villa,336400.0,5.0,Direct Traffic,1,1978,5.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,4,Chaud,134.56,7.956,hot,2,tabular_007537
57,4655.0,Unemployed,Terrain,317590.0,17.0,Reference,1,350,5.4,Thane & Outskirts,Lead Add Form,Email Opened,Email Opened,4,Chaud,68.22556390977444,10.82,hot,2,tabular_007538
66,2500.0,Unemployed,Maison,196098.0,2.0,Google,0,1410,2.0,Other Cities,Landing Page Submission,Email Opened,Modified,2,Tiede,78.4392,4.42,warm,1,tabular_007539
74,4656.0,Unemployed,Villa,257868.0,4.0,Direct Traffic,1,475,4.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,55.384020618556704,4.15,warm,1,tabular_007540
81,8004.0,Unknown,Appartement,554432.0,4.0,Google,0,183,4.0,Other Cities of Maharashtra,Landing Page Submission,SMS Sent,Modified,3,Tiede,69.26936531734133,3.5660000000000003,warm,1,tabular_007541
74,3776.0,Student,Terrain,392258.0,4.0,Olark Chat,0,77,2.0,Mumbai,API,Page Visited on Website,Page Visited on Website,0,Froid,103.88188559322032,2.754,cold,0,tabular_007542
87,3410.0,Unemployed,Villa,175372.0,1.0,Direct Traffic,0,300,1.0,Mumbai,Landing Page Submission,Converted to Lead,Modified,1,Froid,51.42873900293255,1.4,cold,0,tabular_007543
60,2500.0,Unemployed,Terrain,316004.0,2.0,Google,0,599,2.0,Mumbai,Landing Page Submission,Email Opened,Modified,0,Froid,126.4016,2.798,cold,0,tabular_007544
40,2500.0,Unemployed,Maison,357840.0,0.0,Olark Chat,0,0,0.0,Select,API,Olark Chat Conversation,Modified,0,Froid,143.136,0.0,cold,0,tabular_007545
44,4823.0,Student,Terrain,211410.0,0.0,Olark Chat,0,0,0.0,Select,API,Olark Chat Conversation,Modified,1,Froid,43.83371345635496,0.0,cold,0,tabular_007546
75,2769.0,Unemployed,Appartement,316824.0,9.0,Organic Search,1,846,9.0,Thane & Outskirts,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,114.41820151679306,8.892,warm,1,tabular_007547
54,2864.0,Unemployed,Villa,434585.0,17.0,Organic Search,1,1295,3.29,Other Metro Cities,API,Email Opened,Email Opened,4,Chaud,151.74057262569832,12.077,hot,2,tabular_007548
23,4120.0,Unemployed,Appartement,254184.0,2.0,Google,1,1105,2.0,Select,API,SMS Sent,SMS Sent,3,Tiede,61.69514563106796,3.810000000000001,warm,1,tabular_007549
82,2500.0,Unemployed,Studio,242500.0,0.0,Olark Chat,0,0,0.0,Select,API,SMS Sent,SMS Sent,1,Froid,97.0,0.0,cold,0,tabular_007550
23,2500.0,Unemployed,Terrain,256740.0,0.0,Olark Chat,0,0,0.0,Select,API,Olark Chat Conversation,Modified,0,Froid,102.696,0.0,cold,0,tabular_007551
67,4001.0,Unemployed,Terrain,322240.0,5.0,Google,0,404,5.0,Select,API,Olark Chat Conversation,Olark Chat Conversation,3,Tiede,80.53986503374156,4.808,warm,1,tabular_007552
39,13509.61,Working Professional,Terrain,1268427.0,3.0,Direct Traffic,1,886,3.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,4,Chaud,93.89071927316924,4.172,hot,2,tabular_007553
42,7554.0,Unknown,Maison,593422.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Opened,Email Opened,1,Froid,78.55732062483453,0.0,cold,0,tabular_007554
89,5687.0,Unknown,Appartement,711060.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,0,Froid,125.0325303323369,0.0,cold,0,tabular_007555
68,3551.0,Unemployed,Studio,202500.0,9.0,Organic Search,0,155,1.5,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,57.02618980568854,5.26,warm,1,tabular_007556
65,7168.0,Unknown,Maison,527170.0,3.0,Direct Traffic,1,1019,3.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,4,Chaud,73.544921875,4.438,hot,2,tabular_007557
87,4454.0,Unemployed,Maison,200000.0,2.0,Google,0,36,2.0,Select,API,Olark Chat Conversation,Modified,1,Froid,44.9034575662326,1.6720000000000002,cold,0,tabular_007558
82,6648.0,Unknown,Villa,423450.0,1.0,Direct Traffic,0,504,1.0,Other Cities of Maharashtra,Landing Page Submission,Email Bounced,Modified,1,Froid,63.69584837545126,1.808,cold,0,tabular_007559
77,4586.0,Unemployed,Studio,150000.0,4.0,Organic Search,0,237,4.0,Other Cities,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,32.70824247710423,3.674,warm,1,tabular_007560
63,2500.0,Unemployed,Terrain,355797.0,6.0,Google,0,20,6.0,Select,API,Olark Chat Conversation,Olark Chat Conversation,2,Tiede,142.3188,4.84,warm,1,tabular_007561
53,4072.0,Unemployed,Terrain,297415.0,3.0,Direct Traffic,0,1421,3.0,Thane & Outskirts,Landing Page Submission,Olark Chat Conversation,Olark Chat Conversation,3,Tiede,73.03904715127702,5.242000000000001,warm,1,tabular_007562
75,6129.0,Unknown,Villa,790020.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Link Clicked,Email Link Clicked,0,Froid,128.8986784140969,0.0,cold,0,tabular_007563
55,4811.0,Unemployed,Terrain,481748.0,2.0,Organic Search,0,1790,2.0,Thane & Outskirts,Landing Page Submission,Email Bounced,Modified,1,Froid,100.13469133236332,5.18,cold,0,tabular_007564
28,6274.0,Unknown,Appartement,837480.0,3.0,Direct Traffic,0,986,3.0,Other Cities,Landing Page Submission,SMS Sent,SMS Sent,1,Froid,133.48422059292318,4.372,cold,0,tabular_007565
29,2500.0,Unemployed,Terrain,484000.0,2.0,Reference,1,252,1.0,Select,Lead Add Form,Page Visited on Website,Modified,1,Froid,193.6,1.804,cold,0,tabular_007566
59,11017.0,Working Professional,Appartement,830466.0,4.0,Google,1,1200,4.0,Other Cities,Landing Page Submission,SMS Sent,SMS Sent,5,Chaud,75.38041209040574,5.6000000000000005,hot,2,tabular_007567
56,6843.0,Unknown,Villa,338691.0,6.0,Google,0,461,2.0,Mumbai,Landing Page Submission,Page Visited on Website,Page Visited on Website,2,Tiede,49.494519947391495,4.522,warm,1,tabular_007568
88,4802.0,Unemployed,Villa,137500.0,2.0,Direct Traffic,0,364,2.0,Other Cities,Landing Page Submission,Email Opened,Email Opened,1,Froid,28.63390254060808,2.3280000000000003,cold,0,tabular_007569
28,7469.0,Unknown,Appartement,469280.0,2.0,Google,0,42,2.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,62.83036551077788,1.6840000000000002,cold,0,tabular_007570
53,13509.61,Working Professional,Terrain,1379891.0,4.0,Google,1,370,4.0,Thane & Outskirts,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,102.14143857594703,3.94,warm,1,tabular_007571
69,6420.0,Unknown,Villa,586421.0,3.0,Google,0,139,3.0,Mumbai,Landing Page Submission,Olark Chat Conversation,Modified,2,Tiede,91.34283489096572,2.678,warm,1,tabular_007572
48,8727.0,Unknown,Villa,497508.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Olark Chat Conversation,2,Tiede,57.00790649707803,0.0,warm,1,tabular_007573
50,8399.0,Unknown,Appartement,451440.0,3.0,Google,0,59,3.0,Unknown,API,Email Opened,Email Opened,3,Tiede,53.74925586379331,2.518,warm,1,tabular_007574
30,2500.0,Unemployed,Villa,251991.0,3.0,Google,1,329,3.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,100.7964,3.058,warm,1,tabular_007575
35,7486.0,Unknown,Terrain,607118.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Olark Chat Conversation,1,Froid,81.10045418113812,0.0,cold,0,tabular_007576
58,6400.0,Unknown,Villa,448594.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Olark Chat Conversation,1,Froid,70.0928125,0.0,cold,0,tabular_007577
75,3228.0,Unemployed,Appartement,135000.0,0.0,Olark Chat,1,0,0.0,Select,API,SMS Sent,SMS Sent,2,Tiede,41.82156133828996,0.0,warm,1,tabular_007578
73,3946.0,Unemployed,Terrain,272500.0,6.0,Organic Search,0,139,3.0,Select,API,SMS Sent,SMS Sent,3,Tiede,69.05727318803852,4.178,warm,1,tabular_007579
41,11869.0,Working Professional,Studio,1216800.0,3.0,Reference,1,1357,2.0,Select,Lead Add Form,Unknown,Modified,3,Tiede,102.51916757940856,4.814,warm,1,tabular_007580
90,6718.0,Unknown,Appartement,457953.0,8.0,Organic Search,0,510,8.0,Mumbai,Landing Page Submission,Email Bounced,Modified,3,Tiede,68.1680559690384,7.42,warm,1,tabular_007581
48,3715.0,Unemployed,Studio,234100.0,3.0,Organic Search,0,422,3.0,Mumbai,Landing Page Submission,Email Bounced,Modified,2,Tiede,63.01480484522207,3.244,warm,1,tabular_007582
72,5876.0,Unknown,Villa,764820.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,0,Froid,130.15997277059225,0.0,cold,0,tabular_007583
27,7274.0,Unknown,Terrain,793730.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Opened,Email Opened,0,Froid,109.1187792136376,0.0,cold,0,tabular_007584
77,8933.0,Unknown,Villa,581070.0,3.0,Google,0,425,1.5,Unknown,API,Olark Chat Conversation,Modified,2,Tiede,65.04757640210455,2.8,warm,1,tabular_007585
19,7005.0,Unknown,Terrain,669294.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,95.54518201284796,0.0,cold,0,tabular_007586
32,6767.0,Unknown,Maison,409920.0,2.0,Google,0,35,1.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,60.57632628934535,1.37,cold,0,tabular_007587
20,4154.0,Unemployed,Villa,212420.0,2.0,Direct Traffic,0,308,2.0,Tier II Cities,Landing Page Submission,Email Link Clicked,Modified,1,Froid,51.13625421280693,2.216,cold,0,tabular_007588
60,2510.0,Unemployed,Villa,330869.0,4.0,Direct Traffic,1,30,4.0,Mumbai,Landing Page Submission,SMS Sent,Modified,2,Tiede,131.8203187250996,3.26,warm,1,tabular_007589
48,4136.0,Unemployed,Villa,136998.0,1.0,Direct Traffic,0,1077,1.0,Mumbai,Landing Page Submission,Converted to Lead,Modified,2,Tiede,33.12330754352031,2.954,warm,1,tabular_007590
87,2694.0,Unemployed,Appartement,162500.0,11.0,Organic Search,0,282,11.0,Tier II Cities,Landing Page Submission,Olark Chat Conversation,Modified,3,Tiede,60.3192279138827,9.364,warm,1,tabular_007591
84,4977.0,Unemployed,Terrain,328320.0,2.0,Google,0,60,2.0,Select,API,SMS Sent,SMS Sent,1,Froid,65.96745027124774,1.7200000000000002,cold,0,tabular_007592
73,2730.0,Unemployed,Terrain,227227.0,3.0,Google,0,1576,3.0,Other Metro Cities,Landing Page Submission,Email Opened,Modified,3,Tiede,83.23333333333333,5.552,warm,1,tabular_007593
80,6677.0,Unknown,Terrain,406056.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Opened,Email Opened,1,Froid,60.81413808596675,0.0,cold,0,tabular_007594
32,3595.0,Unemployed,Appartement,219240.0,3.0,Direct Traffic,0,210,3.0,Mumbai,Landing Page Submission,Email Bounced,Modified,2,Tiede,60.98470097357441,2.82,warm,1,tabular_007595
27,7172.0,Unknown,Terrain,545952.0,2.0,Google,1,1090,1.0,Unknown,API,Email Opened,Email Opened,3,Tiede,76.12269938650307,3.4800000000000004,warm,1,tabular_007596
