Age,Salaire_Mensuel,Profession,Type_de_Bien,Budget_Cible,Nb_Visites_Site,Source_Lead,Target,Total Time Spent on Website,Page Views Per Visit,City,Lead Origin,Last Activity,Last Notable Activity,Score_Lead,Target_Multiclasse,Ratio_Budget_Salaire,Score_Engagement
27,12071.0,Working Professional,Studio,1383113.0800000003,0.0,Reference,0,0,0.0,Select,Lead Add Form,Email Opened,Modified,1,Froid,114.5814828928838,0.0
37,12023.0,Working Professional,Maison,1383113.0800000003,3.0,Reference,1,1208,2.0,Select,Lead Add Form,Unreachable,Modified,3,Tiede,115.03893204691012,4.516
29,2500.0,Unemployed,Appartement,445184.0,3.0,Direct Traffic,0,94,3.0,Select,API,Email Link Clicked,Modified,1,Froid,178.0736,2.588
79,13509.61,Working Professional,Villa,1237133.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,Email Link Clicked,Modified,3,Tiede,91.57429415060834,0.0
35,3807.0,Unemployed,Terrain,372140.0,2.0,Direct Traffic,0,289,2.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,1,Froid,97.75151037562385,2.178
80,4763.0,Unemployed,Villa,404320.0,2.0,Organic Search,1,306,1.0,Select,API,SMS Sent,SMS Sent,2,Tiede,84.88767583455805,1.9120000000000001
42,2725.0,Unemployed,Appartement,241818.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,Email Opened,Email Opened,2,Tiede,88.7405504587156,0.0
29,11708.0,Working Professional,Villa,1223343.0,3.0,Reference,0,1028,2.0,Select,Lead Add Form,Unknown,Modified,2,Tiede,104.48778612914246,4.156000000000001
38,12705.0,Working Professional,Terrain,764244.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,3,Tiede,60.1530106257379,0.0
42,10598.0,Working Professional,Maison,1171151.0,3.0,Reference,1,341,2.0,Other Cities of Maharashtra,Lead Add Form,Had a Phone Conversation,Modified,2,Tiede,110.50679373466691,2.782
28,3788.0,Unemployed,Villa,432344.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,1,Froid,114.13516367476241,0.0
81,12014.0,Working Professional,Studio,1204110.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,2,Tiede,100.22557016813717,0.0
90,10701.0,Working Professional,Terrain,1383113.0800000003,3.0,Reference,1,1650,2.0,Select,Lead Add Form,Unreachable,Modified,3,Tiede,129.25082515652747,5.4
67,11133.0,Working Professional,Terrain,740376.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,SMS Sent,Modified,3,Tiede,66.50282942603071,0.0
79,4667.0,Unemployed,Studio,355440.0,0.0,Reference,0,0,0.0,Select,Lead Add Form,Page Visited on Website,Modified,1,Froid,76.16027426612385,0.0
66,11245.0,Working Professional,Appartement,564768.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,3,Tiede,50.223921742996886,0.0
31,2500.0,Unemployed,Studio,318060.0,0.0,Welingak Website,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,1,Froid,127.224,0.0
18,2500.0,Unemployed,Appartement,284850.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,1,Froid,113.94,0.0
42,13509.61,Working Professional,Maison,1074000.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,SMS Sent,Modified,3,Tiede,79.49896407076147,0.0
76,13074.0,Working Professional,Appartement,1383113.0800000003,3.0,Reference,1,1203,2.0,Select,Lead Add Form,Unknown,Modified,3,Tiede,105.79111824996178,4.506
89,10772.0,Working Professional,Maison,1320777.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,Email Opened,Email Opened,2,Tiede,122.61204975863349,0.0
86,2742.0,Unemployed,Maison,271180.0,1.0,Direct Traffic,1,1463,1.0,Other Cities of Maharashtra,Landing Page Submission,Converted to Lead,Modified,3,Tiede,98.89861415025528,3.726
22,2500.0,Unemployed,Studio,293020.0,7.0,Organic Search,0,166,7.0,Other Cities,Landing Page Submission,Email Bounced,Modified,2,Tiede,117.208,5.9319999999999995
36,4903.0,Unemployed,Maison,250000.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,SMS Sent,Modified,2,Tiede,50.98919029165817,0.0
40,2500.0,Unemployed,Appartement,236860.0,1.0,Reference,1,1486,1.0,Select,Lead Add Form,Page Visited on Website,Page Visited on Website,3,Tiede,94.744,3.7720000000000002
26,11675.0,Working Professional,Villa,737804.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,Email Opened,Email Opened,3,Tiede,63.195203426124195,0.0
67,12894.0,Working Professional,Terrain,1028640.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,3,Tiede,79.77664029781293,0.0
33,11315.0,Working Professional,Terrain,1383113.0800000003,0.0,Reference,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,2,Tiede,122.23712593901902,0.0
50,10913.0,Working Professional,Appartement,1064987.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,3,Tiede,97.58883899935856,0.0
19,3050.0,Unemployed,Villa,385560.0,11.0,Organic Search,0,378,3.67,Other Cities,Landing Page Submission,Page Visited on Website,Page Visited on Website,2,Tiede,126.41311475409836,7.357
31,10930.0,Working Professional,Maison,1174158.0,0.0,Unknown,1,0,0.0,Select,Lead Add Form,Email Opened,Email Opened,2,Tiede,107.4252516010979,0.0
18,7926.0,Unknown,Appartement,575510.0,2.0,Organic Search,1,1468,2.0,Unknown,API,Email Opened,Modified,3,Tiede,72.61039616452183,4.536
75,4545.0,Unemployed,Maison,365484.0,2.0,Organic Search,1,1064,2.0,Select,API,SMS Sent,SMS Sent,3,Tiede,80.41452145214521,3.728
33,2500.0,Unemployed,Studio,393054.0,3.0,Direct Traffic,0,1077,3.0,Other Metro Cities,Landing Page Submission,Email Opened,Email Opened,2,Tiede,157.2216,4.554
64,3975.0,Unemployed,Villa,337370.0,4.0,Google,1,794,4.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,84.87295597484277,4.788
61,3446.0,Unemployed,Terrain,222480.0,3.0,Reference,0,1201,2.0,Select,Lead Add Form,Unknown,Modified,2,Tiede,64.56181079512479,4.502000000000001
31,11607.0,Working Professional,Appartement,1383113.0800000003,0.0,Reference,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,2,Tiede,119.16197811665377,0.0
41,10691.0,Working Professional,Terrain,1024893.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,Email Opened,Email Opened,3,Tiede,95.86502665793658,0.0
72,2500.0,Unemployed,Maison,178704.0,13.0,Google,1,1725,3.25,Select,API,Email Opened,Email Opened,5,Chaud,71.4816,10.925
32,12387.0,Working Professional,Maison,1126335.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,3,Tiede,90.92879631872124,0.0
89,3359.0,Unemployed,Studio,208710.0,0.0,Olark Chat,0,0,0.0,Select,API,Email Link Clicked,Modified,1,Froid,62.13456385829116,0.0
51,3296.0,Unemployed,Maison,155324.0,0.0,Welingak Website,1,0,0.0,Mumbai,Lead Add Form,Email Opened,Email Opened,2,Tiede,47.125,0.0
19,11832.0,Working Professional,Maison,870177.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,Page Visited on Website,Modified,3,Tiede,73.54437119675457,0.0
44,4949.0,Unemployed,Terrain,243516.0,5.0,Google,0,1230,5.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,4,Chaud,49.205091937765204,6.460000000000001
89,10635.0,Working Professional,Terrain,1339740.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,2,Tiede,125.97461212976023,0.0
40,12313.0,Working Professional,Appartement,993154.0,3.0,Reference,1,903,2.0,Select,Lead Add Form,Unknown,Modified,3,Tiede,80.6589783156014,3.906
85,10605.0,Working Professional,Appartement,778941.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,3,Tiede,73.45035360678925,0.0
31,6018.0,Unknown,Maison,789480.0,2.0,Organic Search,0,189,1.0,Unknown,API,Olark Chat Conversation,Modified,0,Froid,131.1864406779661,1.678
80,3441.0,Unemployed,Villa,300384.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,Email Marked Spam,Email Marked Spam,2,Tiede,87.29555361813426,0.0
82,13361.0,Working Professional,Appartement,1383113.0800000003,1.0,Direct Traffic,1,1102,1.0,Thane & Outskirts,Landing Page Submission,Converted to Lead,Modified,3,Tiede,103.51867973954047,3.0040000000000004
85,12065.0,Working Professional,Maison,1027149.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,3,Tiede,85.1346042271032,0.0
80,10625.0,Working Professional,Terrain,834183.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,SMS Sent,Modified,3,Tiede,78.5113411764706,0.0
81,4928.0,Unemployed,Studio,352560.0,5.0,Direct Traffic,0,1399,1.67,Thane & Outskirts,Landing Page Submission,Page Visited on Website,Modified,3,Tiede,71.54220779220779,5.7989999999999995
49,12947.0,Working Professional,Terrain,822900.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,Email Opened,Email Opened,3,Tiede,63.55912566617749,0.0
30,3626.0,Unemployed,Terrain,147500.0,3.0,Direct Traffic,0,451,3.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,40.678433535576396,3.302
83,10888.0,Working Professional,Studio,1024320.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,Email Opened,Modified,3,Tiede,94.07788390889053,0.0
36,12058.0,Working Professional,Terrain,572082.0,0.0,Unknown,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,3,Tiede,47.44418643224415,0.0
41,7224.0,Unknown,Appartement,346968.0,6.0,Google,0,544,6.0,Mumbai,Landing Page Submission,SMS Sent,Modified,3,Tiede,48.029900332225914,5.888
28,3621.0,Unemployed,Terrain,227500.0,1.0,Welingak Website,1,1232,1.0,Mumbai,Lead Add Form,Page Visited on Website,Page Visited on Website,3,Tiede,62.82794808064071,3.2640000000000002
76,2528.0,Unemployed,Studio,132500.0,3.0,Direct Traffic,0,15,3.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,52.412974683544306,2.4299999999999997
32,3442.0,Unemployed,Maison,143110.0,2.0,Direct Traffic,0,365,2.0,Other Metro Cities,Landing Page Submission,Unsubscribed,Unsubscribed,1,Froid,41.57757117954677,2.33
27,2500.0,Unemployed,Maison,264915.0,4.0,Direct Traffic,1,1761,4.0,Select,API,SMS Sent,SMS Sent,3,Tiede,105.966,6.722
58,3060.0,Unemployed,Maison,210000.0,6.0,Organic Search,0,453,6.0,Tier II Cities,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,68.62745098039215,5.7059999999999995
44,2500.0,Unemployed,Studio,456288.0,11.0,Olark Chat,0,8,1.38,Mumbai,API,Email Opened,Email Opened,1,Froid,182.5152,5.93
77,8538.0,Unknown,Studio,641786.0,6.0,Organic Search,0,122,2.0,Unknown,API,Olark Chat Conversation,Olark Chat Conversation,3,Tiede,75.16818927149215,3.8440000000000003
90,4976.0,Unemployed,Appartement,378594.0,0.0,Olark Chat,0,0,0.0,Select,API,Olark Chat Conversation,Modified,1,Froid,76.08400321543408,0.0
69,2500.0,Unemployed,Studio,293012.0,0.0,Olark Chat,0,0,0.0,Select,API,SMS Sent,SMS Sent,0,Froid,117.2048,0.0
45,4387.0,Unemployed,Maison,265000.0,7.0,Direct Traffic,0,961,1.75,Other Cities,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,60.40574424435833,5.947
82,7378.0,Unknown,Studio,721050.0,2.0,Direct Traffic,1,979,2.0,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,2,Tiede,97.72973705611277,3.558
34,3771.0,Unemployed,Villa,208196.0,2.0,Direct Traffic,0,2,2.0,Mumbai,Landing Page Submission,Unsubscribed,Unsubscribed,1,Froid,55.20975868469902,1.604
61,3107.0,Unemployed,Terrain,206226.0,3.0,Google,0,60,3.0,Thane & Outskirts,Landing Page Submission,Form Submitted on Website,Modified,2,Tiede,66.37463791438687,2.52
27,4639.0,Unemployed,Appartement,254265.0,6.0,Direct Traffic,0,147,6.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,3,Tiede,54.81030394481569,5.093999999999999
80,4891.0,Unemployed,Maison,210000.0,3.0,Organic Search,0,491,3.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,42.93600490697199,3.382
64,6105.0,Unknown,Maison,535575.0,2.0,Direct Traffic,0,913,2.0,Other Cities,Landing Page Submission,SMS Sent,SMS Sent,1,Froid,87.72727272727273,3.426
55,3566.0,Unemployed,Villa,245253.0,2.0,Google,0,726,2.0,Select,API,Email Opened,Email Opened,1,Froid,68.77537857543466,3.052
87,2500.0,Unemployed,Appartement,474835.0,2.0,Direct Traffic,0,165,2.0,Mumbai,Landing Page Submission,Form Submitted on Website,Modified,0,Froid,189.934,1.9300000000000002
70,13509.61,Working Professional,Terrain,822675.0,3.0,Referral Sites,0,605,3.0,Other Metro Cities,Landing Page Submission,Email Opened,Modified,3,Tiede,60.89554028576694,3.61
61,3289.0,Unemployed,Appartement,265000.0,2.0,Google,0,36,2.0,Select,API,Email Opened,Email Opened,1,Froid,80.57160231073274,1.6720000000000002
71,3256.0,Unemployed,Appartement,191734.0,1.0,Direct Traffic,0,55,1.0,Mumbai,Landing Page Submission,Converted to Lead,Modified,1,Froid,58.88636363636363,0.91
37,2866.0,Unemployed,Maison,319239.0,0.0,Olark Chat,0,0,0.0,Select,API,Email Opened,Email Opened,0,Froid,111.38834612700629,0.0
48,3644.0,Unemployed,Studio,140000.0,4.0,Organic Search,0,345,4.0,Other Metro Cities,Landing Page Submission,Email Opened,Email Opened,2,Tiede,38.41931942919868,3.89
24,8623.0,Unknown,Terrain,640604.0,8.0,Direct Traffic,0,1483,2.67,Mumbai,Landing Page Submission,Page Visited on Website,Page Visited on Website,4,Chaud,74.29015423866404,7.767
75,2500.0,Unemployed,Appartement,234600.0,2.0,Direct Traffic,1,70,2.0,Other Cities,Landing Page Submission,Email Link Clicked,Email Link Clicked,2,Tiede,93.84,1.74
27,4909.0,Unemployed,Villa,189240.0,2.0,Direct Traffic,0,158,2.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,1,Froid,38.54960277042167,1.9160000000000001
27,2876.0,Unemployed,Maison,267840.0,14.0,Organic Search,1,1822,7.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,5,Chaud,93.12934631432545,12.744
56,8962.0,Unknown,Studio,633659.0,6.0,Organic Search,0,1806,2.0,Mumbai,Landing Page Submission,Email Opened,Modified,4,Chaud,70.70508814996653,7.212
45,4686.0,Unemployed,Studio,215616.0,1.0,Direct Traffic,0,109,1.0,Thane & Outskirts,Landing Page Submission,Converted to Lead,Modified,1,Froid,46.01280409731114,1.018
47,2500.0,Unemployed,Maison,427140.0,1.0,Direct Traffic,0,100,1.0,Thane & Outskirts,Landing Page Submission,Email Bounced,Modified,0,Froid,170.856,1.0
54,5500.0,Unknown,Appartement,612024.0,2.0,Google,1,1096,2.0,Unknown,API,SMS Sent,Modified,2,Tiede,111.27709090909092,3.7920000000000003
84,2500.0,Unemployed,Maison,259952.0,2.0,Direct Traffic,0,24,2.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,0,Froid,103.9808,1.6480000000000001
60,3283.0,Unemployed,Studio,245791.0,4.0,Organic Search,0,203,4.0,Mumbai,Landing Page Submission,Email Bounced,Modified,2,Tiede,74.86780383795309,3.6060000000000003
69,5725.0,Unknown,Studio,505533.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Opened,Modified,1,Froid,88.30270742358078,0.0
73,7970.0,Unknown,Villa,757896.0,2.0,Direct Traffic,0,404,2.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,1,Froid,95.09360100376412,2.4080000000000004
85,2542.0,Unemployed,Villa,433979.0,2.0,Direct Traffic,0,228,2.0,Thane & Outskirts,Landing Page Submission,Unreachable,Modified,0,Froid,170.7234461054288,2.056
26,3578.0,Unemployed,Studio,422910.0,5.0,Direct Traffic,0,210,2.5,Mumbai,Landing Page Submission,Email Opened,Email Opened,1,Froid,118.19731693683622,3.67
40,6344.0,Unknown,Villa,775584.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Link Clicked,Email Link Clicked,0,Froid,122.2547288776797,0.0
80,4180.0,Unemployed,Villa,263025.0,0.0,Olark Chat,1,0,0.0,Select,API,Email Opened,Modified,2,Tiede,62.92464114832536,0.0
78,2500.0,Unemployed,Villa,296334.0,2.0,Direct Traffic,0,465,2.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,0,Froid,118.5336,2.5300000000000002
57,4384.0,Unemployed,Studio,177500.0,4.0,Organic Search,0,367,4.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,40.488138686131386,3.934
61,8530.0,Unknown,Appartement,466344.0,3.0,Google,1,1391,3.0,Thane & Outskirts,Landing Page Submission,SMS Sent,SMS Sent,5,Chaud,54.67104337631888,5.182
41,6734.0,Unknown,Appartement,367360.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Olark Chat Conversation,1,Froid,54.553014553014556,0.0
68,3484.0,Unemployed,Terrain,419900.0,2.0,Direct Traffic,0,886,2.0,Other Cities of Maharashtra,Landing Page Submission,SMS Sent,SMS Sent,0,Froid,120.5223880597015,3.372
75,2500.0,Unemployed,Villa,280000.0,4.0,Google,1,692,4.0,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,2,Tiede,112.0,4.5840000000000005
50,6778.0,Unknown,Appartement,676886.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,99.86515196223074,0.0
33,3094.0,Unemployed,Terrain,260000.0,6.0,Organic Search,0,94,6.0,Select,API,Converted to Lead,Modified,3,Tiede,84.03361344537815,4.9879999999999995
39,7661.0,Unknown,Maison,706429.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Opened,Email Opened,1,Froid,92.21106905103773,0.0
74,4051.0,Unemployed,Villa,265000.0,13.0,Organic Search,0,246,6.5,Other Metro Cities,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,65.41594667983215,8.942
79,3452.0,Unemployed,Appartement,195000.0,4.0,Google,0,166,4.0,Other Metro Cities,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,56.48899188876014,3.532
88,3195.0,Unemployed,Appartement,170000.0,5.0,Direct Traffic,0,286,5.0,Mumbai,Landing Page Submission,Page Visited on Website,Modified,3,Tiede,53.208137715179966,4.572
89,2500.0,Unemployed,Appartement,226147.0,7.0,Direct Traffic,1,1100,2.33,Mumbai,Landing Page Submission,Olark Chat Conversation,Olark Chat Conversation,4,Chaud,90.4588,6.399
87,4791.0,Unemployed,Terrain,147500.0,0.0,Reference,0,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,1,Froid,30.786892089334167,0.0
47,10856.0,Working Professional,Maison,1161548.0,4.0,Google,1,1269,2.0,Mumbai,Landing Page Submission,Email Bounced,Modified,3,Tiede,106.99594694178334,5.138
40,3716.0,Unemployed,Villa,492649.0,0.0,Reference,0,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,0,Froid,132.57508073196985,0.0
49,2500.0,Unemployed,Appartement,385665.0,2.0,Google,1,783,2.0,Select,API,Email Opened,Email Opened,1,Froid,154.266,3.1660000000000004
74,2500.0,Unemployed,Studio,583128.0,2.0,Organic Search,0,348,1.0,Select,API,Olark Chat Conversation,Modified,0,Froid,233.2512,1.996
26,4946.0,Unemployed,Villa,356596.0,3.0,Google,1,1029,3.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,4,Chaud,72.09785685402345,4.458
48,2500.0,Unemployed,Studio,413088.0,6.0,Google,0,617,6.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,165.2352,6.034
88,7644.0,Unknown,Terrain,955918.0,17.0,Google,0,338,8.0,Mumbai,Landing Page Submission,SMS Sent,Modified,2,Tiede,125.05468341182628,11.576
26,2500.0,Unemployed,Appartement,207850.0,0.0,Reference,0,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,1,Froid,83.14,0.0
30,4753.0,Unemployed,Villa,212524.0,0.0,Reference,0,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,1,Froid,44.71365453397854,0.0
75,2580.0,Unemployed,Villa,257544.0,1.0,Direct Traffic,0,40,1.0,Mumbai,Landing Page Submission,Converted to Lead,Modified,1,Froid,99.8232558139535,0.8800000000000001
20,2565.0,Unemployed,Appartement,387778.0,0.0,Reference,0,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,0,Froid,151.18050682261207,0.0
52,4413.0,Unemployed,Maison,270766.0,3.0,Google,1,1396,3.0,Other Cities of Maharashtra,Landing Page Submission,SMS Sent,SMS Sent,4,Chaud,61.356446861545436,5.192
38,2500.0,Unemployed,Terrain,256685.0,2.0,Organic Search,0,35,1.0,Select,API,Olark Chat Conversation,Modified,0,Froid,102.674,1.37
81,6191.0,Unknown,Appartement,320397.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Opened,Email Opened,1,Froid,51.75205944112421,0.0
69,2525.0,Unemployed,Villa,210000.0,0.0,Reference,0,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,1,Froid,83.16831683168317,0.0
51,4859.0,Unemployed,Maison,267615.0,4.0,Direct Traffic,0,62,4.0,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,2,Tiede,55.076147355422926,3.3240000000000003
52,2661.0,Unemployed,Villa,150000.0,17.0,Organic Search,1,265,3.8,Other Cities,Landing Page Submission,Had a Phone Conversation,Had a Phone Conversation,4,Chaud,56.36978579481398,10.17
32,3140.0,Unemployed,Studio,441980.0,0.0,Reference,0,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,0,Froid,140.7579617834395,0.0
23,4451.0,Unemployed,Villa,232500.0,0.0,Reference,0,0,0.0,Select,Lead Add Form,Email Opened,Email Opened,1,Froid,52.2354527072568,0.0
49,2500.0,Unemployed,Terrain,163800.0,2.0,Direct Traffic,0,909,2.0,Mumbai,Landing Page Submission,Olark Chat Conversation,Modified,1,Froid,65.52,3.418
69,4793.0,Unemployed,Appartement,157980.0,0.0,Reference,0,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,1,Froid,32.96056749426246,0.0
45,3878.0,Unemployed,Villa,198871.0,0.0,Reference,0,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,1,Froid,51.28184631253223,0.0
81,4164.0,Unemployed,Studio,378510.0,0.0,Olark Chat,0,0,0.0,Select,API,SMS Sent,SMS Sent,1,Froid,90.90057636887607,0.0
36,5903.0,Unknown,Studio,787252.0,2.0,Organic Search,0,228,1.0,Unknown,API,Email Opened,Email Opened,0,Froid,133.36472979840758,1.756
32,4055.0,Unemployed,Appartement,336560.0,10.0,Organic Search,1,1250,10.0,Other Cities of Maharashtra,Landing Page Submission,SMS Sent,SMS Sent,5,Chaud,82.99876695437732,10.5
23,3439.0,Unemployed,Studio,468500.0,0.0,Reference,0,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,0,Froid,136.23146263448677,0.0
90,2650.0,Unemployed,Appartement,321104.0,0.0,Reference,0,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,0,Froid,121.17132075471699,0.0
55,4836.0,Unemployed,Terrain,364408.0,2.0,Google,0,1570,1.0,Select,API,Olark Chat Conversation,Modified,2,Tiede,75.35318444995865,4.44
43,3235.0,Unemployed,Appartement,272500.0,2.0,Direct Traffic,0,1266,2.0,Mumbai,Landing Page Submission,Email Opened,Modified,2,Tiede,84.23493044822257,4.132
68,2538.0,Unemployed,Maison,224400.0,3.0,Direct Traffic,0,810,1.5,Mumbai,Landing Page Submission,Email Link Clicked,Email Link Clicked,1,Froid,88.4160756501182,3.5700000000000003
90,7773.0,Unknown,Studio,511934.0,17.0,Direct Traffic,0,269,1.19,Unknown,API,Page Visited on Website,Page Visited on Website,2,Tiede,65.86054290492731,9.395
70,4531.0,Unemployed,Studio,397440.0,0.0,Reference,0,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,1,Froid,87.71573604060913,0.0
73,4412.0,Unemployed,Villa,410008.0,0.0,Reference,0,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,1,Froid,92.93019038984588,0.0
76,8676.0,Unknown,Maison,522376.0,6.0,Organic Search,0,440,6.0,Unknown,API,Email Link Clicked,Email Link Clicked,4,Chaud,60.20931304748732,5.68
87,2500.0,Unemployed,Villa,235000.0,0.0,Reference,0,0,0.0,Select,Lead Add Form,Email Opened,Email Opened,1,Froid,94.0,0.0
75,8040.0,Unknown,Appartement,621280.0,2.0,Organic Search,1,1075,2.0,Unknown,API,Email Opened,Email Opened,4,Chaud,77.27363184079601,3.75
30,2500.0,Unemployed,Terrain,255824.0,2.0,Direct Traffic,0,151,2.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,0,Froid,102.3296,1.9020000000000001
60,11742.0,Working Professional,Studio,897984.0,4.0,Google,1,1280,2.0,Other Metro Cities,Landing Page Submission,Email Opened,Modified,4,Chaud,76.47623914154318,5.16
68,4848.0,Unemployed,Terrain,237978.0,0.0,Olark Chat,1,0,0.0,Other Metro Cities,API,SMS Sent,SMS Sent,2,Tiede,49.08787128712871,0.0
36,6272.0,Unknown,Appartement,479280.0,1.0,Organic Search,0,276,1.0,Unknown,API,Converted to Lead,Modified,1,Froid,76.41581632653062,1.3519999999999999
38,12416.0,Working Professional,Appartement,707520.0,4.0,Google,1,1264,4.0,Mumbai,Landing Page Submission,Had a Phone Conversation,Modified,5,Chaud,56.98453608247423,5.728000000000001
41,8912.0,Unknown,Maison,394620.0,0.0,Olark Chat,0,0,0.0,Unknown,API,SMS Sent,Modified,2,Tiede,44.27962298025135,0.0
43,7999.0,Unknown,Villa,691488.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,86.44680585073134,0.0
62,8940.0,Unknown,Studio,420420.0,7.0,Google,0,35,1.4,Unknown,API,Page Visited on Website,Page Visited on Website,3,Tiede,47.02684563758389,3.9899999999999998
45,2500.0,Unemployed,Studio,224145.0,4.0,Google,0,229,4.0,Other Cities,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,89.658,3.6580000000000004
46,8395.0,Unknown,Terrain,879105.0,14.0,Organic Search,1,1338,14.0,Other Cities of Maharashtra,Landing Page Submission,Email Opened,Email Opened,5,Chaud,104.71768910065515,13.876
34,4564.0,Unemployed,Maison,200000.0,7.0,Direct Traffic,1,247,1.75,Other Cities,Landing Page Submission,Page Visited on Website,Page Visited on Website,3,Tiede,43.821209465381244,4.519
85,3514.0,Unemployed,Appartement,142500.0,5.0,Google,1,1388,5.0,Other Metro Cities,Landing Page Submission,SMS Sent,SMS Sent,5,Chaud,40.552077404667045,6.776
61,6713.0,Unknown,Maison,664884.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Opened,Email Opened,1,Froid,99.04424251452406,0.0
78,4431.0,Unemployed,Studio,360646.0,0.0,Olark Chat,0,0,0.0,Thane & Outskirts,API,Olark Chat Conversation,Modified,1,Froid,81.39155946738884,0.0
85,5918.0,Unknown,Villa,451044.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Link Clicked,Email Link Clicked,1,Froid,76.21561338289963,0.0
42,6364.0,Unknown,Terrain,428414.0,5.0,Google,1,752,2.5,Mumbai,Landing Page Submission,Email Opened,Email Opened,3,Tiede,67.31835323695789,4.754
